Time - Voltage_1,Amplitude - Voltage_1
0.35,-0.003012
0.351,-0.004807
0.352,-0.008097
0.353,0.003843
0.354,0.006694
0.355,-0.00578
0.356,-0.003764
0.357,-0.001007
0.358,0.000701
0.359,0.015297
0.36,0.011092
0.361,0.011979
0.362,-0.003464
0.363,0.002038
0.364,0.005824
0.365,-0.002852
0.366,-0.001017
0.367,0.004068
0.368,-0.001207
0.369,-0.003454
0.37,-0.004828
0.371,0.000314
0.372,-0.003343
0.373,2.42e-05
0.374,0.003166
0.375,-0.007896
0.376,-0.001648
0.377,0.000153
0.378,0.001361
0.379,0.005421
0.38,0.002264
0.381,0.011608
0.382,0.003311
0.383,0.008644
0.384,-0.001478
0.385,-0.0022
0.386,0.002054
0.387,0.003101
0.388,-0.001608
0.389,-0.001418
0.39,-0.001107
0.391,-0.003965
0.392,0.001893
0.393,0.002473
0.394,-0.001568
0.395,-0.001699
0.396,0.000926
0.397,-0.002019
0.398,0.001039
0.399,0.003681
