Time - Voltage_1,Amplitude - Voltage_1
0.0,0.001539
0.001,0.003681
0.002,0.00721
0.003,-0.000469
0.004,-0.004346
0.005,8.1e-06
0.006,0.005615
0.007,-0.001678
0.008,0.001571
0.009,0.001764
0.01,-0.000273
0.011,0.003585
0.012,0.008821
0.013,-0.003644
0.014,-0.004677
0.015,0.00199
0.016,-0.00222
0.017,-0.00212
0.018,7.25e-05
0.019,0.017279
0.02,0.00663
0.021,0.008724
0.022,0.00373
0.023,-0.0023
0.024,0.00808
0.025,0.004213
0.026,-0.001067
0.027,0.001023
0.028,0.00091
0.029,-0.004787
0.03,-0.005871
0.031,0.006533
0.032,0.003569
0.033,0.002747
0.034,0.00497
0.035,-0.004717
0.036,-0.003935
0.037,0.001007
0.038,0.000215
0.039,0.009127
0.04,-0.002842
0.041,0.000459
0.042,0.005099
0.043,1.94e-05
0.044,0.000959
0.045,0.007741
0.046,0.000878
0.047,0.000475
0.048,0.001732
0.049,-0.003333
