0.35;-0.001282
0.351;0.007109
0.352;0.008849
0.353;0.003291
0.354;0.001293
0.355;0.008865
0.356;0.015116
0.357;-0.000961
0.358;0.004983
0.359;-0.000179
0.36;0.002614
0.361;0.002453
0.362;0.000133
0.363;-0.006247
0.364;0.000753
0.365;0.006191
0.366;0.003645
0.367;-0.002666
0.368;-0.000821
0.369;-0.000872
0.37;-0.000199
0.371;0.002373
0.372;0.001986
0.373;0.000413
0.374;0.012281
0.375;0.000864
0.376;0.000242
0.377;-0.000169
0.378;-0.000147
0.379;0.000198
0.38;0.000149
0.381;0.000573
0.382;-0.00071
0.383;-0.008032
0.384;-0.002556
0.385;-0.000991
0.386;-0.00407
0.387;-0.00061
0.388;-0.003278
0.389;-0.000656
0.39;-0.001774
0.391;0.003694
0.392;0.003049
0.393;0.0011
0.394;0.000101
0.395;0.012168
0.396;0.000761
0.397;-0.000721
0.398;0.005949
0.399;-0.000399
