Time - sec	Amplitude - g	tipo_valor
0.3388887777555511	-0.0013280027151399	interpolado
0.339	-0.001001	original
0.3390884176835367	-0.0007588315318505	interpolado
0.3391882376475296	-0.0005084205576739	interpolado
0.3392880576115223	-0.0002812931966996	interpolado
0.3393878775755151	-7.630987386518423e-05	interpolado
0.3394876975395079	0.000107668985892	interpolado
0.3395875175035007	0.0002717829576348	interpolado
0.3396873374674935	0.0004171716164256	interpolado
0.3397871574314863	0.000544974537327	interpolado
0.3398869773954791	0.0006563312954015	interpolado
0.34	0.000764	original
0.3400866173234648	0.0008340902611283	interpolado
0.3401864372874575	0.0009013815963891	interpolado
0.3402862572514503	0.0009537944790102	interpolado
0.3403860772154432	0.000990867299031	interpolado
0.340485897179436	0.001012138446491	interpolado
0.3405857171434288	0.0010171463114297	interpolado
0.3406855371074216	0.0010054292838865	interpolado
0.3407853570714145	0.0009765257539008	interpolado
0.3408851770354072	0.0009299741115122	interpolado
0.341	0.000854	original
0.3410848169633928	0.0007824576214099	interpolado
0.3411846369273856	0.0006837094061697	interpolado
0.3412844568913784	0.0005722971928332	interpolado
0.3413842768553711	0.000451452162903	interpolado
0.3414840968193638	0.0003244054978814	interpolado
0.3415839167833567	0.000194388379271	interpolado
0.3416837367473495	6.463198857420256e-05	interpolado
0.3417835567113422	-6.163249270663226e-05	interpolado
0.3418833766753351	-0.0001811738830689	interpolado
0.342	-0.000308	original
0.3420830166033207	-0.0003871940721017	interpolado
0.3421828365673134	-0.0004674832162118	interpolado
0.3422826565313063	-0.0005287245854875	interpolado
0.342382476495299	-0.0005680145925231	interpolado
0.3424822964592918	-0.0005824496499135	interpolado
0.3425821164232846	-0.0005691261702533	interpolado
0.3426819363872775	-0.0005251405661372	interpolado
0.3427817563512703	-0.0004475892501598	interpolado
0.342881576315263	-0.0003335686349158	interpolado
0.343	-0.000147	original
0.3430812162432487	1.4007596999098552e-05	interpolado
0.3431810362072415	0.000239872724539	interpolado
0.3432808561712343	0.0004837741888668	interpolado
0.3433806761352271	0.0007320480539202	interpolado
0.3434804960992199	0.0009710303836373	interpolado
0.3435803160632127	0.0011870572419561	interpolado
0.3436801360272055	0.0013664646928144	interpolado
0.3437799559911982	0.0014955888001502	interpolado
0.3438797759551911	0.0015607656279015	interpolado
0.344	0.001535	original
0.3440794158831766	0.0014476603486823	interpolado
