0.4;-0.001388
0.401;0.001249
0.402;0.000314
0.403;0.002521
0.404;-0.005359
0.405;0.000765
0.406;-0.003744
0.407;-0.001638
0.408;-0.003534
0.409;0.00228
0.41;0.001571
0.411;-0.002421
0.412;-0.001518
0.413;0.001394
0.414;0.01019
0.415;0.011962
0.416;0.003778
0.417;-0.002451
0.418;0.013428
0.419;-0.003935
0.42;-0.001428
0.421;-0.000176
0.422;0.001732
0.423;0.001474
0.424;-0.006873
0.425;-0.003554
0.426;-0.006603
0.427;-0.007275
0.428;0.000491
0.429;-0.004517
0.43;-0.002731
0.431;0.000312
0.432;-0.001779
0.433;0.002248
0.434;0.009578
0.435;0.005405
0.436;-0.003694
0.437;-0.00585
0.438;0.005067
0.439;0.000572
0.44;-0.001518
0.441;-0.001047
0.442;0.002135
0.443;0.001329
0.444;-0.004296
0.445;0.00149
0.446;4.03E-05
0.447;-0.001227
0.448;-0.003353
0.449;0.001361
