Time - Voltage_1,Amplitude - Voltage_1
0.4,-0.001137
0.401,-0.003494
0.402,0.001249
0.403,-0.00583
0.404,-0.001568
0.405,-0.001608
0.406,0.001184
0.407,0.005212
0.408,0.00866
0.409,-0.00558
0.41,0.002618
0.411,0.00141
0.412,-0.004868
0.413,0.007129
0.414,0.000105
0.415,0.000669
0.416,0.002231
0.417,-0.002581
0.418,-0.005179
0.419,0.003569
0.42,-0.004567
0.421,0.005711
0.422,0.00497
0.423,-0.008618
0.424,2.42e-05
0.425,-0.001548
0.426,0.000613
0.427,0.011785
0.428,-0.003534
0.429,0.00468
0.43,0.012575
0.431,-0.006613
0.432,0.013912
0.433,0.005212
0.434,0.000508
0.435,0.002989
0.436,0.000733
0.437,0.004084
0.438,0.005276
0.439,-0.002601
0.44,-0.003363
0.441,-0.001558
0.442,-0.010103
0.443,-0.003684
0.444,-0.001869
0.445,-0.002401
0.446,0.001055
0.447,0.00257
0.448,0.008499
0.449,0.002393
