Time - Voltage_1,Amplitude - Voltage_1
0.35,-0.010213
0.351,0.009127
0.352,-0.003895
0.353,-0.004737
0.354,0.00141
0.355,0.000411
0.356,0.003279
0.357,-0.004376
0.358,-0.009481
0.359,-0.00236
0.36,-0.003032
0.361,-0.007024
0.362,-0.007415
0.363,-0.005871
0.364,-0.001187
0.365,-0.00233
0.366,0.003778
0.367,0.014556
0.368,0.006404
0.369,0.003198
0.37,-0.004316
0.371,0.000814
0.372,0.003343
0.373,0.00112
0.374,-0.000859
0.375,0.001088
0.376,0.003101
0.377,-0.003895
0.378,0.002167
0.379,-0.001999
0.38,-0.003955
0.381,-0.001097
0.382,-0.008127
0.383,-0.005038
0.384,-0.001337
0.385,-0.001969
0.386,0.000588
0.387,0.008128
0.388,0.000185
0.389,0.009062
0.39,0.009594
0.391,0.003536
0.392,0.002376
0.393,-0.000859
0.394,0.000862
0.395,0.000298
0.396,-0.001528
0.397,-0.001949
0.398,-0.006853
0.399,0.000975
