Time - Voltage_1,Amplitude - Voltage_1
0.05,-0.014766
0.051,0.003118
0.052,-0.001007
0.053,-0.001207
0.054,0.001474
0.055,-0.001017
0.056,-0.005399
0.057,0.00845
0.058,0.003698
0.059,-0.005078
0.06,-0.00209
0.061,-0.003173
0.062,-0.001197
0.063,-0.002441
0.064,-0.001989
0.065,0.006388
0.066,0.001281
0.067,-0.001337
0.068,0.005872
0.069,-0.001368
0.07,0.020662
0.071,0.008966
0.072,0.004648
0.073,-0.001027
0.074,0.001394
0.075,-0.002401
0.076,-0.003263
0.077,-0.003674
0.078,0.00054
0.079,-0.005148
0.08,-0.008378
0.081,0.002924
0.082,-0.004316
0.083,-0.001939
0.084,-0.001759
0.085,0.002538
0.086,0.007226
0.087,0.008015
0.088,0.012736
0.089,0.004986
0.09,-0.004446
0.091,-0.003774
0.092,0.003762
0.093,-0.002681
0.094,0.002747
0.095,-0.001839
0.096,-0.001719
0.097,-0.003484
0.098,0.002973
0.099,-0.008107
