Time - Voltage_1,Amplitude - Voltage_1
0.1,2.42e-05
0.101,-0.001468
0.102,-0.004888
0.103,-0.001037
0.104,-0.003724
0.105,0.002763
0.106,0.011189
0.107,0.002022
0.108,0.004906
0.109,0.005051
0.11,-0.001548
0.111,0.001877
0.112,-0.002521
0.113,0.001651
0.114,-0.001147
0.115,-0.001237
0.116,-0.002591
0.117,0.0046
0.118,-0.003474
0.119,0.018761
0.12,-0.010674
0.121,-0.005971
0.122,0.000636
0.123,-0.001057
0.124,-0.002431
0.125,0.006066
0.126,0.00062
0.127,0.008289
0.128,0.00033
0.129,0.015007
0.13,0.025302
0.131,-0.007565
0.132,0.000749
0.133,0.000636
0.134,0.001039
0.135,0.002393
0.136,-0.002802
0.137,-0.011066
0.138,7.25e-05
0.139,0.006678
0.14,-0.001027
0.141,0.002811
0.142,-0.001969
0.143,-0.003494
0.144,-0.00206
0.145,0.002006
0.146,0.011157
0.147,0.005002
0.148,0.00729
0.149,0.011785
