Time - Voltage_1,Amplitude - Voltage_1
0.3,-0.003534
0.301,-0.000469
0.302,0.001925
0.303,-0.005189
0.304,0.000314
0.305,-0.002471
0.306,0.007838
0.307,0.01425
0.308,0.008354
0.309,0.003214
0.31,0.007484
0.311,-0.004035
0.312,-0.008087
0.313,0.006017
0.314,-0.001307
0.315,0.004567
0.316,-0.002681
0.317,-0.003474
0.318,-0.005038
0.319,0.003279
0.32,-0.004868
0.321,0.022193
0.322,0.005824
0.323,-0.007204
0.324,0.003762
0.325,-0.004637
0.326,0.008015
0.327,0.001668
0.328,-0.006583
0.329,0.006791
0.33,0.001007
0.331,-0.006623
0.332,-0.003393
0.333,0.000898
0.334,-0.002521
0.335,0.004277
0.336,-0.001337
0.337,0.003166
0.338,0.001603
0.339,-0.009742
0.34,-0.002521
0.341,-0.01601
0.342,-0.002942
0.343,0.000717
0.344,-0.003594
0.345,0.00025
0.346,0.000926
0.347,0.00634
0.348,0.009691
0.349,0.005244
