Time - Voltage_1,Amplitude - Voltage_1
0.45,-0.002591
0.451,0.004664
0.452,-0.004065
0.453,-0.005881
0.454,0.003118
0.455,-0.001729
0.456,0.002167
0.457,0.001958
0.458,-0.007325
0.459,0.00199
0.46,0.007113
0.461,0.000801
0.462,0.015587
0.463,0.001168
0.464,-0.002701
0.465,-0.001317
0.466,-0.001929
0.467,0.003279
0.468,0.010384
0.469,0.001619
0.47,0.004551
0.471,0.001619
0.472,-0.004075
0.473,-0.003403
0.474,0.001893
0.475,0.000801
0.476,0.004584
0.477,0.002457
0.478,-0.003444
0.479,-0.005339
0.48,-0.002009
0.481,0.008241
0.482,0.007097
0.483,-0.005068
0.484,-0.003514
0.485,0.00041
0.486,-0.002611
0.487,0.01019
0.488,0.002038
0.489,0.004004
0.49,0.00961
0.491,0.001716
0.492,-0.004266
0.493,-0.001658
0.494,0.000411
0.495,0.003391
0.496,-0.001759
0.497,0.002634
0.498,-0.001979
0.499,-0.007726
