Time - Voltage_1,Amplitude - Voltage_1
0.1,-0.002782
0.101,0.002683
0.102,0.001168
0.103,0.000443
0.104,-0.004045
0.105,0.002538
0.106,-0.004587
0.107,5.64e-05
0.108,0.002538
0.109,-0.00568
0.11,-0.001277
0.111,-0.001819
0.112,-0.001458
0.113,0.007983
0.114,0.006597
0.115,-0.003052
0.116,0.007548
0.117,0.001523
0.118,0.004584
0.119,0.001313
0.12,-0.001989
0.121,0.000926
0.122,0.001941
0.123,-0.002932
0.124,-0.003574
0.125,-0.002009
0.126,-0.008308
0.127,0.004664
0.128,-0.001809
0.129,0.000996
0.13,0.000314
0.131,-0.001658
0.132,-0.001538
0.133,0.001007
0.134,0.000613
0.135,-0.001287
0.136,0.003263
0.137,-0.00556
0.138,0.011544
0.139,-0.001939
0.14,0.001571
0.141,-0.002019
0.142,0.003375
0.143,-0.00234
0.144,-0.001759
0.145,-0.001929
0.146,-0.005118
0.147,-0.003223
0.148,-0.007906
0.149,-7.82e-05
