Time - Voltage_1,Amplitude - Voltage_1
0.2,0.00787
0.201,-0.001498
0.202,0.000814
0.203,0.000475
0.204,0.001619
0.205,-0.007004
0.206,0.003198
0.207,-0.001709
0.208,-0.003403
0.209,0.003649
0.21,-0.005369
0.211,-0.002441
0.212,-0.002842
0.213,0.00062
0.214,0.000572
0.215,0.017843
0.216,0.002312
0.217,0.013509
0.218,-0.004256
0.219,-0.010193
0.22,0.007306
0.221,-0.001037
0.222,0.003891
0.223,0.003246
0.224,-0.002822
0.225,-0.001779
0.226,0.00141
0.227,-0.003434
0.228,0.003005
0.229,-0.004617
0.23,-0.004095
0.231,0.000605
0.232,-0.003032
0.233,0.000717
0.234,-0.001558
0.235,0.006565
0.236,0.00041
0.237,0.006565
0.238,-0.003654
0.239,0.003472
0.24,0.006372
0.241,-0.004206
0.242,0.003762
0.243,0.001281
0.244,-0.001528
0.245,0.004857
0.246,0.00207
0.247,0.001474
0.248,0.008531
0.249,-0.00581
