Time - Voltage_1,Amplitude - Voltage_1
0.35,0.00091
0.351,-0.004386
0.352,0.002328
0.353,-0.001498
0.354,-0.001578
0.355,0.00083
0.356,0.015072
0.357,0.005792
0.358,-0.001037
0.359,-0.0022
0.36,0.000572
0.361,0.011672
0.362,0.001845
0.363,0.000669
0.364,0.000605
0.365,0.004197
0.366,-0.003975
0.367,-0.002401
0.368,8.1e-06
0.369,0.000459
0.37,0.011302
0.371,0.002763
0.372,0.000717
0.373,-0.000859
0.374,-0.00212
0.375,-0.001187
0.376,0.002795
0.377,0.000185
0.378,0.010045
0.379,-0.001388
0.38,0.001136
0.381,0.014427
0.382,-0.002009
0.383,0.004422
0.384,-0.001548
0.385,0.004455
0.386,-0.001759
0.387,-0.001528
0.388,-0.00222
0.389,-0.003293
0.39,0.001555
0.391,-0.008007
0.392,0.001023
0.393,-0.004156
0.394,-0.001358
0.395,-0.001117
0.396,0.000685
0.397,0.00083
0.398,0.013042
0.399,1.94e-05
