Time - Voltage_1,Amplitude - Voltage_1
0.05,-0.00227
0.051,-0.001317
0.052,0.002554
0.053,0.006066
0.054,0.002103
0.055,0.004197
0.056,0.002763
0.057,-0.006883
0.058,-0.003785
0.059,0.001684
0.06,0.000298
0.061,0.000427
0.062,0.000524
0.063,-0.007425
0.064,-0.002441
0.065,-0.001949
0.066,0.006839
0.067,-0.002451
0.068,0.000185
0.069,-0.003785
0.07,-0.003293
0.071,0.001281
0.072,-0.001287
0.073,0.001764
0.074,0.006501
0.075,-0.003343
0.076,0.004068
0.077,-0.001087
0.078,0.002763
0.079,0.004342
0.08,-0.001398
0.081,0.001619
0.082,0.001039
0.083,-0.004677
0.084,-0.003805
0.085,-0.008267
0.086,0.002844
0.087,0.005244
0.088,-0.003544
0.089,-0.002752
0.09,0.000669
0.091,4.03e-05
0.092,-0.001608
0.093,0.011511
0.094,0.005518
0.095,0.005276
0.096,0.009514
0.097,-0.004898
0.098,0.000798
0.099,0.004326
