Time - Voltage_1,Amplitude - Voltage_1
0.4,0.001329
0.401,0.006452
0.402,-0.004416
0.403,-0.001388
0.404,0.000443
0.405,0.000314
0.406,-0.001949
0.407,-0.005148
0.408,-0.00554
0.409,-0.002009
0.41,-0.002421
0.411,-0.006984
0.412,0.002554
0.413,-0.005429
0.414,-0.001558
0.415,-0.001919
0.416,0.001829
0.417,0.00228
0.418,-0.00235
0.419,0.005212
0.42,0.003134
0.421,8.87e-05
0.422,-0.000371
0.423,0.003246
0.424,-0.00238
0.425,0.001732
0.426,-0.001478
0.427,0.0075
0.428,-0.003133
0.429,-0.002521
0.43,-0.000371
0.431,0.00547
0.432,0.001716
0.433,-0.001117
0.434,0.003681
0.435,-0.001538
0.436,-0.001337
0.437,0.004406
0.438,-0.001598
0.439,0.00199
0.44,-0.002471
0.441,-0.004436
0.442,0.005856
0.443,0.001909
0.444,-0.002411
0.445,7.25e-05
0.446,0.003134
0.447,0.003585
0.448,-0.003323
0.449,-0.006111
