Time - Voltage_1,Amplitude - Voltage_1
0.15,0.000975
0.151,-0.004035
0.152,0.003069
0.153,0.002248
0.154,-0.001699
0.155,-0.004396
0.156,0.005921
0.157,-0.005981
0.158,-0.004045
0.159,-0.011667
0.16,-0.00208
0.161,-0.002491
0.162,-0.002571
0.163,-0.002581
0.164,0.005615
0.165,0.002618
0.166,0.001233
0.167,0.0128
0.168,0.005083
0.169,0.015748
0.17,0.002989
0.171,-0.001408
0.172,0.000443
0.173,0.002844
0.174,-0.00238
0.175,0.000669
0.176,0.000798
0.177,-0.003524
0.178,0.003585
0.179,0.012269
0.18,-0.0092
0.181,0.000185
0.182,-0.000371
0.183,-0.001137
0.184,0.004503
0.185,0.011624
0.186,-0.002902
0.187,0.009562
0.188,-0.004085
0.189,0.006984
0.19,0.014234
0.191,-0.001989
0.192,0.001216
0.193,-0.001027
0.194,0.005067
0.195,-0.005329
0.196,-0.007234
0.197,-0.010273
0.198,-0.0023
0.199,0.012687
