Time - Voltage_1,Amplitude - Voltage_1
0.35,0.004358
0.351,-0.000273
0.352,-0.001739
0.353,-0.001337
0.354,-0.002701
0.355,-0.005038
0.356,0.004116
0.357,-0.011417
0.358,-0.001007
0.359,-0.002902
0.36,-0.003072
0.361,-0.001227
0.362,0.003633
0.363,0.005824
0.364,0.000459
0.365,0.002425
0.366,-0.002531
0.367,0.001458
0.368,0.002086
0.369,0.001555
0.37,0.002956
0.371,0.001136
0.372,-0.001719
0.373,-0.001769
0.374,0.006114
0.375,0.002505
0.376,0.005711
0.377,0.008337
0.378,-0.004446
0.379,-0.003193
0.38,-0.002812
0.381,-0.000469
0.382,0.004197
0.383,0.010206
0.384,-0.002651
0.385,0.003681
0.386,-0.009752
0.387,-0.000273
0.388,0.006565
0.389,-0.001969
0.39,0.00518
0.391,0.000801
0.392,-0.001909
0.393,-0.003905
0.394,-0.002912
0.395,-0.007395
0.396,-0.002681
0.397,0.004954
0.398,0.00041
0.399,-0.00224
