Time - Voltage_1,Amplitude - Voltage_1
0.2,-0.004346
0.201,-0.004948
0.202,0.000379
0.203,-0.001027
0.204,0.00083
0.205,0.001571
0.206,-0.001668
0.207,0.002457
0.208,0.002151
0.209,0.006791
0.21,-0.001067
0.211,0.00497
0.212,-0.001077
0.213,0.002521
0.214,-0.002972
0.215,0.002731
0.216,-0.010664
0.217,0.001555
0.218,-0.005349
0.219,-0.007024
0.22,0.002183
0.221,-0.005259
0.222,0.000524
0.223,-0.001819
0.224,0.010448
0.225,-0.00575
0.226,0.009481
0.227,-0.003724
0.228,-0.003815
0.229,0.002231
0.23,-0.003544
0.231,0.002618
0.232,0.00178
0.233,0.000411
0.234,-0.004035
0.235,0.00286
0.236,-0.006302
0.237,-0.004487
0.238,-0.011517
0.239,-0.00553
0.24,-0.003634
0.241,-0.001337
0.242,-0.001699
0.243,0.002715
0.244,0.010174
0.245,-0.000176
0.246,0.004197
0.247,0.00381
0.248,-0.010283
0.249,-0.005078
