Time - Voltage_1,Amplitude - Voltage_1
0.0,-0.002039
0.001,0.008627
0.002,0.0017
0.003,-0.003524
0.004,-0.001067
0.005,-0.000273
0.006,0.002779
0.007,0.000943
0.008,0.004535
0.009,-0.001107
0.01,-0.00561
0.011,-0.002561
0.012,0.002086
0.013,0.000894
0.014,0.001555
0.015,-0.001117
0.016,-0.003855
0.017,0.002924
0.018,-0.005489
0.019,-0.004858
0.02,0.000798
0.021,-0.012078
0.022,-0.001107
0.023,-0.003825
0.024,0.000266
0.025,-0.002792
0.026,0.005534
0.027,-0.003895
0.028,0.001394
0.029,-0.0022
0.03,0.002844
0.031,0.005872
0.032,-0.001327
0.033,0.000234
0.034,0.001216
0.035,0.00315
0.036,-0.002912
0.037,0.001893
0.038,0.002473
0.039,-0.004075
0.04,0.000379
0.041,-0.007886
0.042,-0.006593
0.043,0.000121
0.044,-0.001668
0.045,4.03e-05
0.046,0.012639
0.047,0.008966
0.048,0.009401
0.049,0.012994
