Time - Voltage_1,Amplitude - Voltage_1
0.05,-0.003594
0.051,-0.004787
0.052,0.004584
0.053,-0.001388
0.054,0.000878
0.055,0.000605
0.056,-0.004948
0.057,-0.007154
0.058,-0.00238
0.059,0.003021
0.06,0.004729
0.061,0.003698
0.062,-0.00567
0.063,-0.00219
0.064,-0.001668
0.065,0.000894
0.066,0.009079
0.067,0.012188
0.068,-0.003183
0.069,0.003987
0.07,-0.00576
0.071,-0.002491
0.072,0.005502
0.073,0.000218
0.074,0.000588
0.075,-0.001418
0.076,-0.002551
0.077,0.007339
0.078,-0.0058
0.079,-0.007214
0.08,0.009095
0.081,-0.003293
0.082,-0.004186
0.083,-0.002812
0.084,-0.001829
0.085,0.00439
0.086,0.00323
0.087,0.003263
0.088,0.006211
0.089,-0.001719
0.09,-0.003825
0.091,-0.004727
0.092,0.006243
0.093,-0.001097
0.094,0.002763
0.095,0.001361
0.096,-0.002721
0.097,-0.00552
0.098,-0.000762
0.099,-0.007204
