Time - Voltage_1,Amplitude - Voltage_1
0.25,0.007516
0.251,-0.001598
0.252,0.002393
0.253,0.000218
0.254,-0.003223
0.255,-0.003383
0.256,0.000234
0.257,-0.003323
0.258,0.007935
0.259,0.003536
0.26,-0.002481
0.261,-0.001909
0.262,-0.00219
0.263,0.003472
0.264,0.011141
0.265,0.010351
0.266,0.005131
0.267,0.020453
0.268,-0.01271
0.269,-0.001197
0.27,0.007467
0.271,-0.001719
0.272,0.002505
0.273,0.000185
0.274,-0.001438
0.275,-0.004226
0.276,-0.003343
0.277,-0.004015
0.278,-0.002531
0.279,-0.001207
0.28,-0.001769
0.281,-0.001528
0.282,-0.002571
0.283,0.006759
0.284,0.009691
0.285,0.003939
0.286,0.002344
0.287,0.004648
0.288,0.004777
0.289,-0.001327
0.29,0.007725
0.291,0.000801
0.292,0.003536
0.293,-0.001699
0.294,-0.003524
0.295,0.009014
0.296,-0.010053
0.297,-0.004256
0.298,-0.006643
0.299,0.002634
