Time - Voltage_1	Amplitude - Voltage_1	tipo_valor
0.007	0.009723	original
0.0070872174434886	0.0089388410160604	interpolado
0.0071870374074814	0.0079717631730235	interpolado
0.0072868573714742	0.0069557372342668	interpolado
0.007386677335467	0.0059172308557239	interpolado
0.0074864972994598	0.0048827116933283	interpolado
0.0075863172634526	0.0038786474030137	interpolado
0.0076861372274454	0.0029315056407134	interpolado
0.0077859571914382	0.0020677540623611	interpolado
0.007885777155431	0.0013138603238902	interpolado
0.008	0.00062	original
0.0080854170834166	0.000237422273168	interpolado
0.0081852370474094	-6.575851923092613e-05	interpolado
0.0082850570114022	-0.0002259726777431	interpolado
0.008384876975395	-0.0002559622149389	interpolado
0.0084846969393878	-0.0001684691433889	interpolado
0.0085845169033806	2.3764524336478165e-05	interpolado
0.0086843368673734	0.0003079967756668	interpolado
0.0087841568313662	0.0006714855980317	interpolado
0.008883976795359	0.0011014889788606	interpolado
0.009	0.001668	original
0.0090836167233446	0.002108782678701	interpolado
0.0091834366873374	0.0026495604680393	interpolado
0.0092832566513302	0.0031817112254769	interpolado
0.009383076615323	0.0036793385256829	interpolado
0.0094828965793158	0.0041165459433263	interpolado
0.0095827165433086	0.0044674370530761	interpolado
0.0096825365073014	0.0047061154296014	interpolado
0.0097823564712942	0.0048066846475713	interpolado
0.009882176435287	0.0047432482816547	interpolado
0.01	0.004422	original
0.0100818163632726	0.0040266356585076	interpolado
0.0101816363272654	0.0033740882345829	interpolado
0.0102814562912582	0.0025701895492643	interpolado
0.010381276255251	0.0016529239832608	interpolado
0.0104810962192438	0.0006602759172817	interpolado
0.0105809161832366	-0.0003697702679641	interpolado
0.0106807361472294	-0.0013992301917675	interpolado
0.0107805561112222	-0.0023901194734194	interpolado
0.010880376075215	-0.0033044537322108	interpolado
0.011	-0.004246	original
0.0110800160032006	-0.0047558890073548	interpolado
0.0111798359671934	-0.0052578864655912	interpolado
0.0112796559311862	-0.0056230870406037	interpolado
0.011379475895179	-0.0058644030542128	interpolado
0.0114792958591718	-0.0059947468282389	interpolado
0.0115791158231646	-0.0060270306845023	interpolado
0.0116789357871574	-0.0059741669448236	interpolado
0.0117787557511502	-0.0058490679310231	interpolado
0.011878575715143	-0.0056646459649214	interpolado
0.012	-0.005379	original
0.0120782156431286	-0.0051694166461777	interpolado
0.0121780356071214	-0.0048837893644885	interpolado
0.0122778555711142	-0.0045890243889906	interpolado
0.012377675535107	-0.0042972131983967	interpolado
0.0124774954990998	-0.0040204472714198	interpolado
0.0125773154630926	-0.0037708180867725	interpolado
0.0126771354270854	-0.0035604171231678	interpolado
0.0127769553910782	-0.0034013358593184	interpolado
0.012876775355071	-0.0033056657739372	interpolado
0.013	-0.003293	original
0.0130764152830566	-0.0033509699467018	interpolado
0.0131762352470494	-0.0034960541217336	interpolado
0.0132760552110422	-0.0037067508374066	interpolado
0.013375875175035	-0.0039690038859563	interpolado
0.0134756951390278	-0.0042687570596183	interpolado
0.0135755151030206	-0.0045919541506281	interpolado
0.0136753350670134	-0.0049245389512212	interpolado
0.0137751550310062	-0.0052524552536333	interpolado
0.013874974994999	-0.0055616468500999	interpolado
0.014	-0.005901	original
0.0140746149229846	-0.0060680609731205	interpolado
0.0141744348869774	-0.0062418038148654	interpolado
0.0142742548509701	-0.0063513887867744	interpolado
0.0143740748149629	-0.0063889351878682	interpolado
0.0144738947789557	-0.0063465623171674	interpolado
0.0145737147429485	-0.0062163894736925	interpolado
0.0146735347069413	-0.0059905359564641	interpolado
0.0147733546709341	-0.0056611210645029	interpolado
0.0148731746349269	-0.0052202640968294	interpolado
0.015	-0.004487	original
0.0150728145629125	-0.0039747500467739	interpolado
0.0151726345269053	-0.0031775393762326	interpolado
0.0152724544908981	-0.0022921389304115	interpolado
0.0153722744548909	-0.0013423398241725	interpolado
0.0154720944188837	-0.000351933172377	interpolado
0.0155719143828765	0.0006552899101132	interpolado
0.0156717343468693	0.0016555383084368	interpolado
0.0157715543108621	0.002625020907732	interpolado
0.0158713742748549	0.0035399465931373	interpolado
0.016	0.0046	original
0.0160710142028405	0.0051125148183706	interpolado
0.0161708341668333	0.0057410780840169	interpolado
0.0162706541308261	0.0062641821167045	interpolado
0.0163704740948189	0.0066838985744624	interpolado
0.0164702940588117	0.0070022991153193	interpolado
0.0165701140228045	0.0072214553973042	interpolado
0.0166699339867973	0.0073434390784459	interpolado
0.0167697539507901	0.0073703218167733	interpolado
0.0168695739147829	0.0073041752703153	interpolado
0.017	0.007081	original
0.0170692138427685	0.0069013946030425	interpolado
0.0171690338067613	0.006572845113639	interpolado
0.0172688537707541	0.0061691122060848	interpolado
0.0173686737347469	0.0056979125774917	interpolado
0.0174684936987397	0.0051669629249717	interpolado
0.0175683136627325	0.0045839799456366	interpolado
0.0176681336267253	0.0039566803365982	interpolado
0.0177679535907181	0.0032927807949683	interpolado
0.0178677735547109	0.0025999980178589	interpolado
0.018	0.001651	original
0.0180674134826965	0.0011592057263055	interpolado
