Time - Voltage_1;Amplitude - Voltage_1
0;0.000212
0.001;0.000142
0.002;0.000858
0.003;0.008237
0.004;0.007125
0.005;-0.000431
0.006;0.000161
0.007;0.000455
0.008;0.006433
0.009;-0.000366
0.01;-0.000431
0.011;0.000874
0.012;-0.001623
0.013;-0.002947
0.014;0.000904
0.015;-0.00035
0.016;0.000393
0.017;-0.000119
0.018;0.002695
0.019;-0.002365
0.02;0.000834
0.021;-0.001102
0.022;0.007673
0.023;0.005224
0.024;0.000653
0.025;-0.000237
0.026;0.004354
0.027;0.000543
0.028;-0.001453
0.029;0.003645
0.03;-0.000801
0.031;0.002066
0.032;-0.000189
0.033;0.000423
0.034;0.001857
0.035;-0.002797
0.036;-0.005063
0.037;-0.0006
0.038;-2.80E-05
0.039;-0.00399
0.04;-0.000415
0.041;-0.001222
0.042;0.002066
0.043;0.013634
0.044;-0.001162
0.045;0.000359
0.046;0.000407
0.047;0.004821
0.048;0.004032
0.049;0.000165
