0.3;0.002747
0.301;-0.001849
0.302;-0.00582
0.303;-0.003343
0.304;-0.006623
0.305;-0.004687
0.306;0.000312
0.307;0.000701
0.308;-0.004898
0.309;5.64E-05
0.31;-0.002009
0.311;0.00149
0.312;0.008789
0.313;0.006356
0.314;0.007065
0.315;-0.001919
0.316;0.008934
0.317;0.001039
0.318;0.00257
0.319;7.25E-05
0.32;0.002103
0.321;-0.004567
0.322;0.0012
0.323;0.005502
0.324;-0.004818
0.325;-0.002842
0.326;-0.004326
0.327;0.004261
0.328;-0.003564
0.329;-0.001378
0.33;-0.001638
0.331;0.011254
0.332;0.006452
0.333;0.004471
0.334;0.000427
0.335;0.017762
0.336;-0.007435
0.337;0.003182
0.338;-0.002581
0.339;0.001329
0.34;0.000395
0.341;-0.001167
0.342;-0.003965
0.343;0.007403
0.344;0.004471
0.345;0.004197
0.346;-0.003423
0.347;-0.003875
0.348;-0.001317
0.349;-0.002742
