Time - Voltage_1,Amplitude - Voltage_1
0.05,-0.001789
0.051,0.002054
0.052,0.000266
0.053,-0.004316
0.054,-0.0023
0.055,0.000862
0.056,-0.00912
0.057,-0.006743
0.058,0.000717
0.059,-0.003724
0.06,4.03e-05
0.061,-0.001889
0.062,0.006565
0.063,0.002876
0.064,-0.002782
0.065,0.002312
0.066,-0.002621
0.067,-0.006442
0.068,0.005035
0.069,0.001813
0.07,0.001233
0.071,0.002521
0.072,-0.001518
0.073,-0.001147
0.074,0.004841
0.075,-0.001628
0.076,-0.006342
0.077,-0.003895
0.078,-0.005961
0.079,0.001394
0.08,-0.001468
0.081,-0.002009
0.082,0.001265
0.083,0.005599
0.084,0.004551
0.085,-0.001057
0.086,0.00257
0.087,-0.001067
0.088,0.002811
0.089,0.00025
0.09,0.000801
0.091,-0.001869
0.092,0.002215
0.093,-0.003062
0.094,0.004084
0.095,-0.006833
0.096,-0.007094
0.097,0.002006
0.098,-0.006994
0.099,-0.001939
