Time - Voltage_1,Amplitude - Voltage_1
0.45,0.000459
0.451,0.012043
0.452,-0.001608
0.453,0.003762
0.454,0.010319
0.455,-0.002752
0.456,0.00041
0.457,0.000201
0.458,0.00257
0.459,-0.00221
0.46,-0.002711
0.461,-0.001027
0.462,-0.004888
0.463,-0.00215
0.464,-0.006422
0.465,-0.00235
0.466,0.000266
0.467,-0.003945
0.468,0.001877
0.469,-0.001147
0.47,0.00402
0.471,0.004841
0.472,0.004439
0.473,0.001523
0.474,0.005937
0.475,0.012333
0.476,0.000524
0.477,0.000508
0.478,0.002199
0.479,0.000282
0.48,-0.007014
0.481,-0.003082
0.482,-0.001709
0.483,-0.007696
0.484,-0.001017
0.485,-0.001047
0.486,-0.001398
0.487,-0.002441
0.488,0.000298
0.489,-0.001117
0.49,0.011028
0.491,0.005695
0.492,0.007016
0.493,0.003246
0.494,-0.00553
0.495,-0.002039
0.496,0.001474
0.497,0.00062
0.498,-0.001819
0.499,0.00025
