Time - Voltage_1,Amplitude - Voltage_1
0.25,-0.00925
0.251,-0.004617
0.252,0.010029
0.253,-0.003293
0.254,0.004439
0.255,-0.002501
0.256,0.003617
0.257,-0.003393
0.258,-0.003283
0.259,-0.004166
0.26,-0.007134
0.261,0.004181
0.262,0.00286
0.263,-0.002772
0.264,0.000991
0.265,0.00141
0.266,0.013992
0.267,0.005051
0.268,0.003037
0.269,-0.002691
0.27,0.004632
0.271,0.002876
0.272,-0.002621
0.273,0.001297
0.274,-0.001658
0.275,0.001281
0.276,-0.003022
0.277,0.001651
0.278,0.00584
0.279,-0.00225
0.28,0.000215
0.281,0.004326
0.282,-0.001588
0.283,-0.003494
0.284,0.001603
0.285,-0.003133
0.286,0.008998
0.287,0.006984
0.288,-0.001277
0.289,0.002699
0.29,0.011882
0.291,-0.001187
0.292,-0.003103
0.293,0.001845
0.294,0.002215
0.295,-0.001067
0.296,-0.001498
0.297,-0.005209
0.298,0.000117
0.299,0.003939
