Time - Voltage_1,Amplitude - Voltage_1
0.2,0.001668
0.201,0.002215
0.202,-0.003614
0.203,0.000604
0.204,-0.001688
0.205,0.003359
0.206,0.002602
0.207,0.014878
0.208,0.010142
0.209,-0.006833
0.21,0.003907
0.211,0.002731
0.212,-0.001809
0.213,0.000943
0.214,-0.001488
0.215,-0.005359
0.216,-0.004617
0.217,-0.002661
0.218,0.00518
0.219,-0.003444
0.22,-0.00568
0.221,-0.003975
0.222,-0.001117
0.223,-0.002441
0.224,1.94e-05
0.225,0.008192
0.226,0.005792
0.227,-0.001749
0.228,-0.003022
0.229,-0.002551
0.23,-0.00207
0.231,0.000556
0.232,0.004439
0.233,-0.000664
0.234,0.00033
0.235,-0.003183
0.236,-0.007204
0.237,-0.004767
0.238,-0.0022
0.239,0.00033
0.24,5.64e-05
0.241,-0.00231
0.242,-0.003624
0.243,-0.001047
0.244,-0.003323
0.245,0.006839
0.246,0.009546
0.247,0.001587
0.248,-0.001247
0.249,0.008499
