Time - Voltage_1,Amplitude - Voltage_1
0.1,-0.001799
0.101,0.000153
0.102,-0.001809
0.103,0.005824
0.104,0.002634
0.105,0.002312
0.106,0.002022
0.107,0.000653
0.108,-0.004527
0.109,0.001925
0.11,0.002312
0.111,-0.001157
0.112,-0.000762
0.113,0.002779
0.114,0.003601
0.115,-0.009371
0.116,0.002425
0.117,0.00054
0.118,0.000282
0.119,-0.004797
0.12,-0.00561
0.121,0.001813
0.122,-0.002009
0.123,0.005872
0.124,0.01127
0.125,0.001877
0.126,0.009916
0.127,0.007065
0.128,-0.006202
0.129,-0.001398
0.13,0.002248
0.131,0.00083
0.132,0.000959
0.133,0.001249
0.134,-0.001819
0.135,0.006307
0.136,0.002892
0.137,-0.004115
0.138,-0.001709
0.139,-0.003524
0.14,0.000153
0.141,-0.002511
0.142,0.00141
0.143,-0.002651
0.144,0.012671
0.145,0.002296
0.146,0.00816
0.147,0.005454
0.148,0.00236
0.149,0.005421
