Time - Voltage_1;Amplitude - Voltage_1
0;-0.007706
0.001;-0.000273
0.002;0.00381
0.003;-0.007606
0.004;-0.001769
0.005;-0.00208
0.006;0.000749
0.007;0.0099
0.008;0.000312
0.009;0.005051
0.01;0.004455
0.011;0.000801
0.012;-0.001147
0.013;0.00054
0.014;0.001281
0.015;0.001925
0.016;-0.000371
0.017;-0.006873
0.018;0.004084
0.019;-0.002591
0.02;-0.003714
0.021;0.002538
0.022;-0.000469
0.023;-0.002571
0.024;-0.003694
0.025;-0.001117
0.026;0.000636
0.027;0.00613
0.028;-0.002411
0.029;0.000943
0.03;-0.002591
0.031;-0.003403
0.032;-0.000566
0.033;-0.001538
0.034;0.001925
0.035;0.001055
0.036;0.003198
0.037;0.000588
0.038;0.000524
0.039;-0.011066
0.04;-0.001307
0.041;-0.005991
0.042;0.003182
0.043;0.002989
0.044;-0.002471
0.045;-0.001227
0.046;0.002086
0.047;0.004551
0.048;0.008434
0.049;0.001651
