Time - Voltage_1,Amplitude - Voltage_1
0.05,0.000443
0.051,0.001168
0.052,-0.006222
0.053,-0.001999
0.054,0.011495
0.055,-0.007094
0.056,-0.003283
0.057,-0.001729
0.058,-0.001237
0.059,0.001361
0.06,-0.00229
0.061,0.005582
0.062,-0.004637
0.063,0.002183
0.064,0.004745
0.065,-0.001077
0.066,-0.001007
0.067,-0.001227
0.068,0.004165
0.069,-0.003343
0.07,-0.007405
0.071,0.010319
0.072,-0.003815
0.073,0.005486
0.074,0.010045
0.075,-0.00224
0.076,-0.001709
0.077,-0.000176
0.078,-0.001719
0.079,0.018262
0.08,0.010432
0.081,0.006034
0.082,0.005969
0.083,0.004036
0.084,0.001088
0.085,0.000459
0.086,0.00199
0.087,-0.001067
0.088,0.001442
0.089,-0.004497
0.09,-0.003915
0.091,-0.003343
0.092,-0.004968
0.093,0.000153
0.094,0.000814
0.095,-0.006302
0.096,0.000411
0.097,-0.002681
0.098,0.002586
0.099,0.002602
