Time - Voltage_1,Amplitude - Voltage_1
0.4,0.010335
0.401,0.000894
0.402,-0.003173
0.403,-0.001638
0.404,-0.003774
0.405,-7.82e-05
0.406,0.000862
0.407,-0.000859
0.408,0.002779
0.409,-0.005148
0.41,-0.005259
0.411,-0.004306
0.412,7.25e-05
0.413,-0.007435
0.414,-0.007285
0.415,-0.001247
0.416,-0.003985
0.417,0.000604
0.418,-0.001378
0.419,0.004551
0.42,0.004745
0.421,0.002167
0.422,0.003391
0.423,-0.005138
0.424,0.006694
0.425,0.001297
0.426,-0.001739
0.427,0.000975
0.428,0.002973
0.429,-0.004787
0.43,0.000878
0.431,-0.001849
0.432,-0.006372
0.433,-0.003785
0.434,-0.004216
0.435,-0.001638
0.436,-0.002912
0.437,-0.002391
0.438,0.002103
0.439,0.009626
0.44,0.001716
0.441,-0.00582
0.442,-0.001729
0.443,-0.003153
0.444,0.00402
0.445,0.001345
0.446,0.003633
0.447,-0.001187
0.448,0.006936
0.449,-0.00569
