Time - Voltage_1,Amplitude - Voltage_1
0.1,0.00576
0.101,-0.005319
0.102,0.006936
0.103,-0.003082
0.104,-0.007194
0.105,0.002393
0.106,0.003665
0.107,0.001088
0.108,0.003875
0.109,0.002538
0.11,0.000524
0.111,-0.003082
0.112,-0.006061
0.113,0.000266
0.114,-0.007686
0.115,-0.002832
0.116,8.87e-05
0.117,-0.00238
0.118,0.00091
0.119,0.005373
0.12,0.005389
0.121,0.004632
0.122,0.006984
0.123,-0.003002
0.124,-0.004978
0.125,0.002811
0.126,0.004326
0.127,-0.001147
0.128,0.000669
0.129,0.002344
0.13,0.004197
0.131,-0.005499
0.132,-0.003644
0.133,-0.006894
0.134,-0.009491
0.135,-0.001648
0.136,-0.003323
0.137,-0.003062
0.138,0.001909
0.139,0.00982
0.14,0.00526
0.141,-0.00227
0.142,-0.004296
0.143,0.006469
0.144,-0.003885
0.145,0.005115
0.146,-0.002471
0.147,2.42e-05
0.148,0.00207
0.149,-0.003223
