Time - Voltage_1,Amplitude - Voltage_1
0.3,0.002731
0.301,0.007145
0.302,0.008337
0.303,-0.006081
0.304,0.004471
0.305,0.006614
0.306,-0.003995
0.307,0.003021
0.308,0.000105
0.309,-0.003875
0.31,-0.003093
0.311,0.001152
0.312,-0.006603
0.313,-0.006402
0.314,-0.001658
0.315,-0.001157
0.316,-0.002401
0.317,-0.001418
0.318,0.00207
0.319,0.01744
0.32,-0.001969
0.321,-0.002561
0.322,-0.001428
0.323,0.000379
0.324,0.012317
0.325,0.00141
0.326,0.000169
0.327,0.001168
0.328,-0.001277
0.329,0.002167
0.33,-0.001438
0.331,0.005985
0.332,-0.00225
0.333,0.000653
0.334,0.003069
0.335,-0.003012
0.336,-0.001959
0.337,0.000266
0.338,-0.001358
0.339,0.006823
0.34,0.007339
0.341,0.003843
0.342,0.002038
0.343,0.00112
0.344,0.015023
0.345,-0.004186
0.346,0.003021
0.347,-0.001067
0.348,0.003456
0.349,-0.006773
