Time - Voltage_1,Amplitude - Voltage_1
0.15,0.002844
0.151,0.003118
0.152,0.003504
0.153,0.002248
0.154,-0.002531
0.155,0.003053
0.156,-0.002942
0.157,-0.00206
0.158,0.000636
0.159,0.007451
0.16,-0.001297
0.161,0.007355
0.162,-0.005901
0.163,-0.007565
0.164,0.008595
0.165,0.002054
0.166,0.002586
0.167,0.001523
0.168,0.002312
0.169,0.001958
0.17,-0.011256
0.171,0.005744
0.172,-0.008027
0.173,-0.006181
0.174,0.016683
0.175,-0.003574
0.176,-0.002029
0.177,-0.002421
0.178,0.002795
0.179,0.01359
0.18,-0.003243
0.181,0.008917
0.182,0.016699
0.183,0.007049
0.184,0.000312
0.185,0.004906
0.186,-0.00213
0.187,0.001136
0.188,-0.001919
0.189,-0.004126
0.19,-0.003554
0.191,-0.002872
0.192,-0.004075
0.193,0.000117
0.194,0.007226
0.195,-0.00225
0.196,-0.002029
0.197,-0.00223
0.198,0.002425
0.199,-0.002029
