Time - Voltage_1,Amplitude - Voltage_1
0.25,-0.001498
0.251,-0.001388
0.252,0.000798
0.253,-0.004948
0.254,-0.010023
0.255,-0.002862
0.256,-0.001197
0.257,-0.002621
0.258,0.003375
0.259,0.009062
0.26,0.004712
0.261,0.001909
0.262,0.003875
0.263,-0.004707
0.264,-0.001739
0.265,2.42e-05
0.266,0.000636
0.267,0.001829
0.268,0.00091
0.269,0.003424
0.27,0.000588
0.271,-0.006141
0.272,0.002683
0.273,0.001651
0.274,-0.008498
0.275,-0.00567
0.276,0.00054
0.277,-0.001327
0.278,0.001378
0.279,0.010738
0.28,0.002554
0.281,0.007226
0.282,-0.001287
0.283,-0.00237
0.284,-0.00209
0.285,0.012929
0.286,-0.00229
0.287,-0.001037
0.288,-0.001197
0.289,0.002505
0.29,0.005357
0.291,-0.005028
0.292,0.00199
0.293,-0.004095
0.294,-0.005369
0.295,0.000363
0.296,-0.001187
0.297,-0.003704
0.298,0.005405
0.299,0.007741
