Time - Voltage_1;Amplitude - Voltage_1
0;-0.001488
0.001;0.005373
0.002;-0.001337
0.003;-0.001638
0.004;-0.002792
0.005;-0.002591
0.006;-0.002721
0.007;-0.002731
0.008;0.007661
0.009;-0.006833
0.01;-0.003333
0.011;-0.001809
0.012;-0.00214
0.013;-0.000762
0.014;0.006533
0.015;0.002296
0.016;0.001249
0.017;0.001442
0.018;0.002586
0.019;-0.001347
0.02;-0.003072
0.021;0.005631
0.022;-0.001297
0.023;-0.001699
0.024;-0.001929
0.025;-0.005379
0.026;0.000798
0.027;0.004358
0.028;-0.003373
0.029;-0.005279
0.03;-0.001277
0.031;-0.00238
0.032;-0.002782
0.033;0.000926
0.034;0.00489
0.035;0.008789
0.036;0.003859
0.037;0.004777
0.038;0.001442
0.039;-0.003383
0.04;-0.001528
0.041;-0.00227
0.042;0.00033
0.043;0.005373
0.044;0.006501
0.045;-0.004246
0.046;-0.00212
0.047;-0.003895
0.048;0.016022
0.049;-0.003434
