0.15;-0.000205
0.151;-0.000731
0.152;0.007528
0.153;0.001631
0.154;-0.001102
0.155;0.000714
0.156;0.00553
0.157;0.000353
0.158;0.000182
0.159;-0.000592
0.16;0.000407
0.161;0.003114
0.162;0.001938
0.163;-0.005334
0.164;-0.005484
0.165;-0.000771
0.166;0.000814
0.167;0.000761
0.168;-0.003338
0.169;0.000232
0.17;-0.00043
0.171;0.000826
0.172;0.013973
0.173;0.000944
0.174;0.008978
0.175;-0.006557
0.176;-0.000991
0.177;0.003629
0.178;0.000744
0.179;0.002824
0.18;0.000834
0.181;0.002485
0.182;0.000568
0.183;-0.000817
0.184;0.006384
0.185;0.005305
0.186;-0.007841
0.187;-0.001754
0.188;-0.001222
0.189;0.000794
0.19;0.000694
0.191;0.003162
0.192;8.48E-05
0.193;0.002953
0.194;0.006465
0.195;-0.002084
0.196;0.0035
0.197;-0.000689
0.198;0.003355
0.199;0.000964
