Time - Voltage_1,Amplitude - Voltage_1
0.05,-0.001949
0.051,-0.001859
0.052,-0.001468
0.053,0.002103
0.054,0.012945
0.055,-0.002561
0.056,0.004648
0.057,-0.002009
0.058,0.007548
0.059,0.005341
0.06,0.002956
0.061,-0.001067
0.062,0.00178
0.063,0.002521
0.064,-0.0056
0.065,-0.006783
0.066,0.007081
0.067,0.000411
0.068,0.002248
0.069,0.002264
0.07,-0.005189
0.071,0.002199
0.072,-0.003644
0.073,0.001877
0.074,0.000411
0.075,0.006726
0.076,-0.003785
0.077,-0.001037
0.078,0.001233
0.079,-0.004176
0.08,0.005454
0.081,0.003456
0.082,-0.001378
0.083,0.002554
0.084,-0.00575
0.085,-0.007004
0.086,-0.005028
0.087,-0.006673
0.088,-0.003554
0.089,-0.003504
0.09,0.00199
0.091,-0.002481
0.092,-0.00209
0.093,0.001668
0.094,0.002344
0.095,0.00141
0.096,0.007274
0.097,0.00642
0.098,-0.00214
0.099,0.006275
