Time - Voltage_1,Amplitude - Voltage_1
0.1,-0.003464
0.101,-0.004005
0.102,0.002956
0.103,0.000701
0.104,-0.000371
0.105,0.001539
0.106,0.000749
0.107,-0.004587
0.108,-0.00205
0.109,0.005518
0.11,-0.003584
0.111,0.000137
0.112,-0.00215
0.113,-0.001388
0.114,0.001587
0.115,0.013863
0.116,0.000926
0.117,0.005599
0.118,-0.004637
0.119,-0.001307
0.12,0.004197
0.121,0.000878
0.122,0.004986
0.123,-0.00223
0.124,0.003987
0.125,-0.00566
0.126,-0.002571
0.127,-0.003313
0.128,-0.003052
0.129,-0.002892
0.13,0.001168
0.131,-0.003243
0.132,-0.003373
0.133,0.001458
0.134,-0.001247
0.135,0.010271
0.136,0.004455
0.137,0.004535
0.138,-0.003032
0.139,0.000491
0.14,0.007419
0.141,-0.001709
0.142,0.000524
0.143,0.001152
0.144,0.001233
0.145,-0.002982
0.146,-0.003785
0.147,-0.005891
0.148,0.004261
0.149,0.002006
