Time - Voltage_1,Amplitude - Voltage_1
0.15,-0.007826
0.151,-0.002902
0.152,2.42e-05
0.153,-0.002742
0.154,-0.001157
0.155,-0.001488
0.156,0.000298
0.157,0.0017
0.158,0.003923
0.159,-0.00233
0.16,-0.002731
0.161,0.010464
0.162,0.002264
0.163,0.00178
0.164,0.002634
0.165,0.002119
0.166,-0.008047
0.167,0.008257
0.168,0.002103
0.169,-0.004487
0.17,0.002634
0.171,-0.00233
0.172,-0.003845
0.173,-0.001779
0.174,0.000703
0.175,-0.002601
0.176,0.002199
0.177,0.002135
0.178,-0.00236
0.179,0.005969
0.18,0.0012
0.181,0.000105
0.182,0.000475
0.183,0.003762
0.184,-0.001969
0.185,0.003391
0.186,-0.003935
0.187,-0.005991
0.188,0.001249
0.189,0.005663
0.19,-0.005931
0.191,-0.003724
0.192,0.004068
0.193,-0.004577
0.194,0.0012
0.195,-0.00231
0.196,0.002538
0.197,-0.003895
0.198,0.003118
0.199,-0.001017
