0.25;-0.001187
0.251;-0.007024
0.252;-0.001358
0.253;-0.003012
0.254;-0.005229
0.255;-0.004747
0.256;-0.001658
0.257;-0.003173
0.258;0.005534
0.259;0.003069
0.26;0.01707
0.261;0.00041
0.262;-0.007345
0.263;0.004519
0.264;0.00294
0.265;-0.000469
0.266;0.000411
0.267;0.001313
0.268;-0.005118
0.269;0.001023
0.27;-0.005028
0.271;-0.006081
0.272;0.006452
0.273;-0.005118
0.274;-0.001498
0.275;-0.00237
0.276;-0.002822
0.277;-0.00225
0.278;0.003408
0.279;0.003649
0.28;0.003698
0.281;0.009143
0.282;0.001394
0.283;0.005083
0.284;0.00054
0.285;-0.000664
0.286;0.000814
0.287;0.001603
0.288;-0.007144
0.289;0.0017
0.29;-0.005419
0.291;-0.006051
0.292;0.008112
0.293;-0.009611
0.294;-0.005179
0.295;0.002473
0.296;-0.002491
0.297;-0.001137
0.298;0.002924
0.299;0.002248
