0.35;0.005647
0.351;-0.004531
0.352;-0.006085
0.353;-0.004371
0.354;-0.001933
0.355;-0.001823
0.356;-0.000138
0.357;-0.007419
0.358;0.006887
0.359;0.011012
0.36;0.005518
0.361;0.00323
0.362;0.004922
0.363;0.00215
0.364;-8.41E-06
0.365;0.000362
0.366;-0.00081
0.367;-0.000153
0.368;-0.004902
0.369;-0.007289
0.37;-0.006587
0.371;-0.005604
0.372;-0.002686
0.373;-0.002425
0.374;-0.001011
0.375;-0.001171
0.376;-0.000621
0.377;0.006033
0.378;-0.003117
0.379;0.010061
0.38;-0.00065
0.381;-0.003448
0.382;0.012655
0.383;-0.00081
0.384;0.001007
0.385;-0.000529
0.386;0.001748
0.387;-0.000605
0.388;-0.003147
0.389;-0.006396
0.39;0.005034
0.391;-0.004541
0.392;-0.002365
0.393;-0.006106
0.394;-0.002274
0.395;-0.000519
0.396;-0.001191
0.397;0.003375
0.398;0.002457
0.399;-0.002274
