Time - Voltage_1,Amplitude - Voltage_1
0.05,-0.001528
0.051,0.001764
0.052,0.001974
0.053,0.001313
0.054,0.001281
0.055,-0.004216
0.056,0.002683
0.057,-0.004517
0.058,-0.01267
0.059,-0.007204
0.06,-0.003875
0.061,-0.003042
0.062,-0.00233
0.063,-0.001368
0.064,0.0041
0.065,0.010416
0.066,0.002844
0.067,-0.003273
0.068,0.011109
0.069,0.00236
0.07,-0.000176
0.071,0.004197
0.072,0.0012
0.073,0.00112
0.074,-0.001999
0.075,0.002538
0.076,-0.005931
0.077,-0.007104
0.078,-0.00562
0.079,0.011527
0.08,-0.001919
0.081,-0.006573
0.082,-0.001979
0.083,-0.001368
0.084,0.001941
0.085,0.005695
0.086,0.000749
0.087,0.003859
0.088,0.007661
0.089,-0.007395
0.09,0.004052
0.091,0.011527
0.092,0.004535
0.093,0.001265
0.094,0.004245
0.095,-0.005189
0.096,0.004326
0.097,-0.001458
0.098,-0.001568
0.099,-0.001769
