Time - Voltage_1,Amplitude - Voltage_1
0.45,0.001345
0.451,0.00054
0.452,-0.004416
0.453,0.008805
0.454,0.002795
0.455,0.003826
0.456,-0.001939
0.457,0.002167
0.458,-0.004727
0.459,-0.001658
0.46,-0.000371
0.461,-0.010805
0.462,-0.001478
0.463,-0.002391
0.464,0.004439
0.465,-0.006713
0.466,-0.001368
0.467,-0.002701
0.468,0.00207
0.469,0.000204
0.47,0.003375
0.471,0.003714
0.472,0.004132
0.473,-0.006763
0.474,-0.003373
0.475,0.007757
0.476,0.002054
0.477,0.002924
0.478,0.000669
0.479,-0.001327
0.48,-0.00583
0.481,-0.003935
0.482,5.64e-05
0.483,-0.006352
0.484,-0.003634
0.485,-0.002852
0.486,-0.003875
0.487,-0.000957
0.488,-0.002922
0.489,0.005099
0.49,0.012816
0.491,-0.00236
0.492,-0.002681
0.493,0.00895
0.494,0.003891
0.495,0.00555
0.496,-0.002461
0.497,5.64e-05
0.498,0.000959
0.499,-0.001889
