Time - Voltage_1,Amplitude - Voltage_1
0.1,-0.004667
0.101,0.000234
0.102,-0.005389
0.103,0.000234
0.104,-0.00213
0.105,0.013686
0.106,0.006726
0.107,0.000996
0.108,-0.004406
0.109,0.016989
0.11,0.018326
0.111,0.00033
0.112,-7.82e-05
0.113,0.000943
0.114,0.002296
0.115,0.001506
0.116,-0.007706
0.117,-0.007596
0.118,0.001168
0.119,-0.003243
0.12,-0.008689
0.121,-0.004446
0.122,-0.003333
0.123,0.000588
0.124,-0.001428
0.125,0.009659
0.126,0.004213
0.127,0.001909
0.128,0.006404
0.129,-0.004146
0.13,-0.005479
0.131,0.001925
0.132,0.003166
0.133,0.002666
0.134,0.001909
0.135,-0.002912
0.136,-0.002792
0.137,0.005099
0.138,-0.001919
0.139,-0.007746
0.14,0.000312
0.141,-0.002411
0.142,-0.001057
0.143,-0.002491
0.144,-0.000273
0.145,0.000491
0.146,0.006275
0.147,0.00584
0.148,-0.00209
0.149,0.010931
