Time - Voltage_1,Amplitude - Voltage_1
0.3,-0.002731
0.301,0.0041
0.302,-0.000469
0.303,-0.007626
0.304,-0.001037
0.305,-0.002651
0.306,0.003746
0.307,0.014621
0.308,0.004503
0.309,-0.002681
0.31,0.010512
0.311,0.014186
0.312,0.002135
0.313,0.001104
0.314,-0.00216
0.315,0.003166
0.316,0.001007
0.317,-0.003263
0.318,-0.001518
0.319,0.001249
0.32,-0.002992
0.321,8.87e-05
0.322,-0.002401
0.323,-0.003323
0.324,-0.003143
0.325,0.000733
0.326,0.000105
0.327,0.008934
0.328,0.00584
0.329,0.00344
0.33,0.003891
0.331,-0.004286
0.332,0.004922
0.333,0.009143
0.334,-0.000371
0.335,0.0017
0.336,0.002892
0.337,0.000653
0.338,-0.001779
0.339,-0.004848
0.34,-0.004557
0.341,-0.004617
0.342,0.007177
0.343,0.005969
0.344,-0.004436
0.345,2.42e-05
0.346,-0.002581
0.347,0.006791
0.348,0.003198
0.349,0.000427
