Time - Voltage_1,Amplitude - Voltage_1
0.0,-0.001247
0.001,0.004664
0.002,0.01127
0.003,0.0104
0.004,-0.001759
0.005,-0.003253
0.006,0.010641
0.007,0.009723
0.008,0.00062
0.009,0.001668
0.01,0.004422
0.011,-0.004246
0.012,-0.005379
0.013,-0.003293
0.014,-0.005901
0.015,-0.004487
0.016,0.0046
0.017,0.007081
0.018,0.001651
0.019,-0.003062
0.02,0.001104
0.021,5.64e-05
0.022,0.003279
0.023,0.000508
0.024,0.004632
0.025,0.005615
0.026,0.001941
0.027,0.007113
0.028,1.94e-05
0.029,-0.001608
0.03,0.000898
0.031,0.001587
0.032,-0.005179
0.033,-0.007876
0.034,-0.007375
0.035,2.42e-05
0.036,-0.007375
0.037,-0.001438
0.038,-0.002752
0.039,-0.001458
0.04,-0.001749
0.041,0.001603
0.042,0.000266
0.043,0.008402
0.044,0.00555
0.045,0.001394
0.046,-0.007746
0.047,-0.001077
0.048,0.003601
0.049,0.003375
