Time - Voltage_1,Amplitude - Voltage_1
0.35,0.004261
0.351,0.000975
0.352,-0.003133
0.353,-0.00237
0.354,0.000363
0.355,-0.001157
0.356,-0.001127
0.357,0.000395
0.358,-0.003624
0.359,0.002312
0.36,-0.00574
0.361,-0.002922
0.362,0.00439
0.363,-0.00221
0.364,-0.003925
0.365,-0.004456
0.366,-0.00208
0.367,0.000218
0.368,0.003826
0.369,0.008337
0.37,0.000282
0.371,0.009675
0.372,0.003118
0.373,-0.004968
0.374,0.00613
0.375,-0.00211
0.376,0.002666
0.377,0.000996
0.378,-0.004055
0.379,-0.003504
0.38,-0.010083
0.381,-0.005138
0.382,-0.000859
0.383,-0.004787
0.384,-0.001458
0.385,-0.00214
0.386,-0.001498
0.387,-0.000859
0.388,0.013171
0.389,0.010738
0.39,0.002795
0.391,0.013992
0.392,0.007387
0.393,-0.013673
0.394,0.002457
0.395,0.002956
0.396,0.00033
0.397,0.000798
0.398,-0.001137
0.399,0.002521
