Time - Voltage_1,Amplitude - Voltage_1
0.15,-0.00227
0.151,0.003166
0.152,-0.00217
0.153,0.004632
0.154,-0.004858
0.155,-0.002882
0.156,0.003617
0.157,-0.005339
0.158,0.000298
0.159,0.007661
0.16,-0.00233
0.161,-0.002491
0.162,-0.001057
0.163,0.000153
0.164,-0.001087
0.165,0.00526
0.166,0.003182
0.167,-0.001187
0.168,0.000959
0.169,0.007919
0.17,-0.003574
0.171,0.000572
0.172,0.000475
0.173,0.0017
0.174,-0.00219
0.175,-0.006833
0.176,-0.006643
0.177,-0.010875
0.178,-0.005319
0.179,0.001136
0.18,-0.000566
0.181,-0.004226
0.182,0.000508
0.183,-0.001688
0.184,0.003424
0.185,-0.007726
0.186,-0.004858
0.187,0.001233
0.188,-0.007214
0.189,0.004358
0.19,0.000814
0.191,-0.002591
0.192,0.001732
0.193,-7.82e-05
0.194,-0.00208
0.195,-0.004176
0.196,-0.001097
0.197,-0.001648
0.198,-0.001488
0.199,-0.006633
