Time - Voltage_1,Amplitude - Voltage_1
0.4,-0.007686
0.401,-0.004166
0.402,-0.001327
0.403,-0.007656
0.404,-0.006633
0.405,-0.003223
0.406,-0.001628
0.407,-0.002471
0.408,0.006984
0.409,0.00663
0.41,0.009626
0.411,0.004004
0.412,0.002119
0.413,0.008015
0.414,-0.004948
0.415,0.003714
0.416,-0.000566
0.417,0.001313
0.418,0.000395
0.419,0.005856
0.42,-0.001688
0.421,-0.00578
0.422,0.001281
0.423,0.003907
0.424,-0.003875
0.425,-0.005449
0.426,-0.000371
0.427,-0.003193
0.428,0.003826
0.429,-0.001107
0.43,-0.003383
0.431,0.015668
0.432,-0.007144
0.433,0.007097
0.434,0.011173
0.435,-0.00208
0.436,0.002054
0.437,-0.001799
0.438,0.006114
0.439,-0.001037
0.44,-0.001458
0.441,0.009723
0.442,-0.001989
0.443,0.000117
0.444,-0.00559
0.445,-0.006442
0.446,-0.003403
0.447,-0.001267
0.448,-0.001488
0.449,0.006291
