Time - Voltage_1,Amplitude - Voltage_1
0.45,0.002086
0.451,0.000314
0.452,-0.003684
0.453,0.005454
0.454,-0.005981
0.455,-0.007535
0.456,0.008192
0.457,-0.001849
0.458,-0.006181
0.459,0.00025
0.46,-0.002952
0.461,0.001732
0.462,0.009675
0.463,-0.000762
0.464,-0.004226
0.465,0.00924
0.466,-0.008408
0.467,-0.004236
0.468,0.006726
0.469,-0.001317
0.47,0.000814
0.471,-0.00207
0.472,-0.008047
0.473,-0.002842
0.474,-0.002691
0.475,-0.00577
0.476,-0.006924
0.477,-0.001187
0.478,-0.002511
0.479,0.000427
0.48,-0.001057
0.481,0.006211
0.482,0.005341
0.483,0.006936
0.484,-0.002782
0.485,0.005582
0.486,0.000588
0.487,-0.006432
0.488,0.006324
0.489,-0.001047
0.49,0.003085
0.491,-0.004747
0.492,0.002344
0.493,-0.001247
0.494,-0.004095
0.495,-0.004236
0.496,-0.007535
0.497,-0.001789
0.498,-0.00224
0.499,-0.001949
