Time - Voltage_1,Amplitude - Voltage_1
0.1,-0.013071
0.101,0.004439
0.102,-0.002661
0.103,-0.00234
0.104,-0.001337
0.105,0.005437
0.106,0.007516
0.107,0.000298
0.108,0.00953
0.109,0.001716
0.11,-0.003103
0.111,0.003166
0.112,-0.001307
0.113,0.001861
0.114,0.002763
0.115,-0.004115
0.116,-0.006653
0.117,0.000613
0.118,-0.00213
0.119,0.004487
0.12,7.25e-05
0.121,0.003005
0.122,-0.002019
0.123,-0.001588
0.124,8.1e-06
0.125,0.005663
0.126,0.010384
0.127,-0.004296
0.128,0.008966
0.129,0.008515
0.13,0.013074
0.131,0.008563
0.132,0.000798
0.133,-0.001257
0.134,0.003585
0.135,0.001732
0.136,-0.008959
0.137,0.003665
0.138,-0.005981
0.139,-0.008157
0.14,-0.004727
0.141,-0.004146
0.142,-0.005479
0.143,0.001152
0.144,-0.001909
0.145,0.007596
0.146,0.003408
0.147,0.002457
0.148,0.000898
0.149,0.006581
