Time - Voltage_1,Amplitude - Voltage_1
0.3,0.000703
0.301,-0.00219
0.302,-0.001187
0.303,0.005083
0.304,0.003424
0.305,-0.002802
0.306,0.001216
0.307,0.001249
0.308,0.007709
0.309,0.005292
0.31,8.1e-06
0.311,0.000234
0.312,0.004245
0.313,0.002312
0.314,-0.003795
0.315,0.002199
0.316,-0.007575
0.317,-0.007485
0.318,0.000604
0.319,-0.004136
0.32,-0.001759
0.321,-0.001187
0.322,-0.001739
0.323,0.011415
0.324,0.008901
0.325,-0.004115
0.326,0.001764
0.327,-0.002802
0.328,-0.003564
0.329,0.007951
0.33,0.001088
0.331,0.001877
0.332,0.000572
0.333,-0.001658
0.334,-0.007525
0.335,0.006114
0.336,-0.003263
0.337,0.009642
0.338,0.008144
0.339,-0.004767
0.34,-0.000762
0.341,-0.0022
0.342,0.002989
0.343,0.010384
0.344,0.007999
0.345,0.01736
0.346,0.01628
0.347,0.003037
0.348,0.002586
0.349,-0.001257
