Time - Voltage_1,Amplitude - Voltage_1
0.4,-0.001578
0.401,-0.001578
0.402,0.012913
0.403,0.009755
0.404,-0.003213
0.405,0.00613
0.406,-0.006894
0.407,0.003504
0.408,0.007355
0.409,0.000613
0.41,-0.001117
0.411,0.001619
0.412,-0.003153
0.413,0.010996
0.414,-0.014044
0.415,-0.001859
0.416,0.01222
0.417,0.000524
0.418,-0.003594
0.419,-0.004998
0.42,-0.001809
0.421,-0.001729
0.422,0.006533
0.423,-0.003002
0.424,0.003182
0.425,-0.004055
0.426,-0.005941
0.427,-0.001187
0.428,0.002135
0.429,0.00054
0.43,0.000991
0.431,-0.001538
0.432,-0.004767
0.433,0.002183
0.434,-0.004517
0.435,0.001764
0.436,-0.003153
0.437,-0.002401
0.438,-0.001919
0.439,-0.002832
0.44,-0.002631
0.441,0.004439
0.442,0.011221
0.443,-0.001317
0.444,0.019406
0.445,0.004036
0.446,-0.006994
0.447,-0.002782
0.448,0.001297
0.449,0.001474
