Time - sec,Amplitude - g,tipo_valor
0.0,0.006094,original
9.981996399279867e-05,0.008061777264407271,interpolado
0.00019963992798559732,0.009668546415717816,interpolado
0.000299459891978396,0.010940009798463662,interpolado
0.00039927985597119453,0.011901869757176827,interpolado
0.0004990998199639931,0.012579828636389338,interpolado
0.0005989197839567919,0.012999588780633228,interpolado
0.0006987397479495905,0.01318685253444051,interpolado
0.0007985597119423888,0.013167322242343208,interpolado
0.0008983796759351872,0.01296670024887335,interpolado
0.001,0.012603,original
0.0010980196039207845,0.012124990535944078,interpolado
0.0011978395679135832,0.011535307505548702,interpolado
0.0012976595319063818,0.010867342151908873,interpolado
0.0013974794958991803,0.010146796819556608,interpolado
0.0014972994598919786,0.009399373853023935,interpolado
0.0015971194238847772,0.008650775596842877,interpolado
0.0016969393878775757,0.007926704395545455,interpolado
0.0017967593518703746,0.007252862593663702,interpolado
0.001896579315863173,0.006654952535729635,interpolado
0.002,0.006143,original
0.00209621924384877,0.0057807802173709035,interpolado
0.0021960392078415694,0.005498083856595622,interpolado
0.002295859171834368,0.0052762875500746535,interpolado
0.002395679135827166,0.005081090894541136,interpolado
0.0024954990998199648,0.004878193486728203,interpolado
0.0025953190638127637,0.0046332949233689885,interpolado
0.0026951390278055617,0.004312094801196624,interpolado
0.002794958991798361,0.003880292716944243,interpolado
0.0028947789557911595,0.0033035882673449787,interpolado
0.003,0.002501,original
0.003094418883776757,0.001590933473595052,interpolado
0.0031942388477695545,0.00047130246520127414,interpolado
0.0032940588117623534,-0.0007557393931236168,interpolado
0.0033938787757551514,-0.0020347171481962948,interpolado
0.0034936987397479503,-0.00331015584683343,interpolado
0.0035935187037407475,-0.00452658053585171,interpolado
0.003693338667733547,-0.005628516262067807,interpolado
0.0037931586317263444,-0.006560488072298391,interpolado
0.003892978595719143,-0.007267021013360147,interpolado
0.004,-0.007711,original
0.004092618523704739,-0.007795201376142957,interpolado
0.004192438487697538,-0.007598812462344108,interpolado
0.004292258451690337,-0.007148123369441531,interpolado
0.0043920784156831335,-0.0064877903426889035,interpolado
0.004491898379675935,-0.005662469627339904,interpolado
0.004591718343668733,-0.004716817468648224,interpolado
0.00469153830766153,-0.003695490111867533,interpolado
0.00479135827165433,-0.002643143802251527,interpolado
0.004891178235647129,-0.0016044347850538818,interpolado
0.005,-0.00054,original
0.005090818163632725,0.0002594810747524387,interpolado
0.005190638127625526,0.0010391229519559981,interpolado
0.005290458091618324,0.0017183214787303382,interpolado
0.005390278055611122,0.0023004976843012523,interpolado
0.0054900980196039215,0.0027890725978945304,interpolado
0.00558991798359672,0.00318746724873595,interpolado
0.005689737947589518,0.003499102666051303,interpolado
0.005789557911582318,0.0037273998790663754,interpolado
0.005889377875575115,0.00387577991700695,interpolado
0.006,0.003951,original
0.006089017803560713,0.003946894931327496,interpolado
0.006188837767553511,0.0038796591296042494,interpolado
0.00628865773154631,0.0037529497525454624,interpolado
0.006388477695539108,0.003573760903460688,interpolado
0.006488297659531905,0.00334908668565947,interpolado
0.006588117623524705,0.003085921202451355,interpolado
0.006687937587517502,0.0027912585571458932,interpolado
0.006787757551510303,0.00247209285305263,interpolado
0.006887577515503101,0.002135418193481115,interpolado
0.007,0.001744,original
0.007087217443488696,0.0014374160669027986,interpolado
0.007187037407481496,0.0010892720733952184,interpolado
0.007286857371474294,0.0007498704533694729,interpolado
0.007386677335467093,0.00042528465018347797,interpolado
0.007486497299459892,0.00012158810719515782,interpolado
