0.4;0.000232
0.401;-0.0005
0.402;-0.001533
0.403;-0.004993
0.404;-0.002787
0.405;-0.00038
0.406;0.000142
0.407;3.65E-05
0.408;0.010396
0.409;0.009751
0.41;0.004113
0.411;-0.002175
0.412;0.000679
0.413;0.000326
0.414;-0.000221
0.415;-0.000205
0.416;0.000854
0.417;0.003049
0.418;-0.003509
0.419;0.000858
0.42;0.011411
0.421;0.000827
0.422;-0.00046
0.423;-0.004471
0.424;1.26E-05
0.425;-0.002486
0.426;0.000453
0.427;0.000242
0.428;0.008559
0.429;0.000939
0.43;0.001486
0.431;0.002598
0.432;0.000375
0.433;-0.000741
0.434;0.001954
0.435;0.000884
0.436;-0.000753
0.437;0.000165
0.438;0.000101
0.439;0.000161
0.44;0.006094
0.441;-0.003288
0.442;0.019966
0.443;0.001793
0.444;-0.004812
0.445;0.000488
0.446;-0.002225
0.447;4.25E-06
0.448;-0.001152
0.449;0.003919
