Time - Voltage_1,Amplitude - Voltage_1
0.25,0.004922
0.251,0.003826
0.252,-0.002521
0.253,0.005196
0.254,0.000765
0.255,0.002151
0.256,-0.001017
0.257,-0.007836
0.258,0.003859
0.259,-0.002832
0.26,0.009691
0.261,0.005695
0.262,-0.006542
0.263,-0.003704
0.264,0.000588
0.265,-0.002471
0.266,0.005615
0.267,0.009143
0.268,0.002231
0.269,0.006017
0.27,-0.001187
0.271,0.006436
0.272,-0.003835
0.273,0.002119
0.274,-0.001468
0.275,0.002393
0.276,-0.001899
0.277,-0.003995
0.278,-0.003283
0.279,-0.010053
0.28,-0.002421
0.281,-0.001157
0.282,-0.005981
0.283,-0.001859
0.284,-0.00223
0.285,-0.001287
0.286,0.002844
0.287,0.004181
0.288,0.010061
0.289,0.000427
0.29,0.003053
0.291,0.014943
0.292,-0.0023
0.293,0.002634
0.294,0.000636
0.295,0.002248
0.296,0.000605
0.297,-0.006011
0.298,-0.008277
0.299,0.001651
