Time - Voltage_1,Amplitude - Voltage_1
0.0,0.000475
0.001,-0.00237
0.002,-0.002912
0.003,5.64e-05
0.004,-0.002832
0.005,0.011737
0.006,-0.001317
0.007,-0.00215
0.008,0.008321
0.009,-0.005409
0.01,0.002006
0.011,0.004439
0.012,-0.000957
0.013,-0.001247
0.014,0.002747
0.015,-0.003594
0.016,0.002731
0.017,-0.001067
0.018,-0.001237
0.019,-0.002832
0.02,-0.011427
0.021,-0.002039
0.022,-0.002631
0.023,-0.001297
0.024,-0.001749
0.025,0.005711
0.026,0.004938
0.027,-0.002832
0.028,-0.007626
0.029,0.014379
0.03,0.013412
0.031,-0.002571
0.032,0.004326
0.033,-0.001598
0.034,0.001813
0.035,-0.002852
0.036,-0.005128
0.037,-0.007285
0.038,0.009417
0.039,-0.001739
0.04,-0.006041
0.041,0.001813
0.042,-0.00556
0.043,0.00054
0.044,-0.002721
0.045,0.004519
0.046,0.006259
0.047,-0.0022
0.048,0.005131
0.049,0.003843
