Time - Voltage_1	Amplitude - Voltage_1	tipo_valor
0.1432416483296659	0.0070103020152939	interpolado
0.1433414682936587	0.0064536012496276	interpolado
0.1434412882576515	0.0056096861786519	interpolado
0.1435411082216443	0.0045432483113707	interpolado
0.1436409281856371	0.0033189791567884	interpolado
0.1437407481496299	0.0020015702239095	interpolado
0.1438405681136227	0.0006557130217381	interpolado
0.1439403880776155	-0.0006539009407208	interpolado
0.144	-0.001392	original
0.1441400280056011	-0.0029348610893523	interpolado
0.1442398479695939	-0.0038652481476064	interpolado
0.1443396679335867	-0.0046532686828322	interpolado
0.1444394878975795	-0.00529775806976	interpolado
0.1445393078615723	-0.0057975516831203	interpolado
0.144639127825565	-0.0061514848976433	interpolado
0.1447389477895579	-0.0063583930880592	interpolado
0.1448387677535507	-0.0064171116290984	interpolado
0.1449385877175434	-0.0063264758954912	interpolado
0.145	-0.006196	original
0.145138227645529	-0.0057050498349924	interpolado
0.1452380476095219	-0.0052109811350457	interpolado
0.1453378675735146	-0.0046306150682349	interpolado
0.1454376875375074	-0.003991181958048	interpolado
0.1455375075015002	-0.0033199121279726	interpolado
0.145637327465493	-0.002644035901497	interpolado
0.1457371474294858	-0.0019907836021092	interpolado
0.1458369673934786	-0.001387385553297	interpolado
0.1459367873574714	-0.0008610720785488	interpolado
0.146	-0.00058	original
0.146136427285457	-0.0001321816566524	interpolado
0.1462362472494498	6.841846162391357e-05	interpolado
0.1463360672134426	0.0001744474022565	interpolado
0.1464358871774354	0.0001973081275287	interpolado
0.1465357071414282	0.0001484035997233	interpolado
0.146635527105421	3.9136781123691255e-05	interpolado
0.1467353470694138	-0.0001190893659873	interpolado
0.1468351670334066	-0.0003148718793264	interpolado
0.1469349869973994	-0.0005368077966108	interpolado
0.147	-0.00069	original
0.1471346269253851	-0.0010126641965466	interpolado
0.1472344468893779	-0.0012409444100008	interpolado
0.1473342668533706	-0.0014448042941091	interpolado
0.1474340868173634	-0.0016107282755005	interpolado
0.1475339067813562	-0.0017252007808038	interpolado
0.147633726745349	-0.001774706236648	interpolado
0.1477335467093418	-0.001745729069662	interpolado
0.1478333666733346	-0.0016247537064746	interpolado
0.1479331866373274	-0.0013982645737147	interpolado
0.148	-0.001181	original
0.148132826565313	-0.000589542083386	interpolado
0.1482326465293058	-3.040158020159041e-05	interpolado
0.1483324664932986	0.0006001231404558	interpolado
0.1484322864572914	0.0012777078145145	interpolado
0.1485321064212842	0.0019780281779023	interpolado
0.148631926385277	0.0026767599665473	interpolado
0.1487317463492698	0.0033495789163775	interpolado
0.1488315663132626	0.0039721607633207	interpolado
0.1489313862772554	0.0045201812433053	interpolado
0.149	0.004841	original
0.149131026205241	0.0053081557370799	interpolado
0.1492308461692338	0.005544259944334	interpolado
0.1493306661332266	0.0056877409485148	interpolado
0.1494304860972194	0.0057485365088314	interpolado
0.1495303060612122	0.0057365843844929	interpolado
0.149630126025205	0.0056618223347086	interpolado
0.1497299459891978	0.0055341881186877	interpolado
0.1498297659531905	0.0053636194956393	interpolado
0.1499295859171834	0.0051600542247727	interpolado
0.15	0.005002	original
0.150129225845169	0.0046888523236365	interpolado
0.1502290458091618	0.0044238478009652	interpolado
0.1503288657731546	0.004134933731738	interpolado
0.1504286857371474	0.0038186842910144	interpolado
0.1505285057011402	0.0034716736538538	interpolado
0.150628325665133	0.0030904759953157	interpolado
0.1507281456291257	0.0026716654904594	interpolado
0.1508279655931186	0.0022118163143441	interpolado
0.1509277855571114	0.0017075026420293	interpolado
0.151	0.001313	original
0.151127425485097	0.0005664026033863	interpolado
0.1512272454490898	-2.3539467473795957e-05	interpolado
0.1513270654130826	-0.0005756249886748	interpolado
0.1514268853770753	-0.0010511000770016	interpolado
