Time - Voltage_1,Amplitude - Voltage_1
0.4,0.001893
0.401,-0.004988
0.402,-0.005439
0.403,0.00895
0.404,-0.006763
0.405,-0.001157
0.406,-0.003193
0.407,-0.001187
0.408,0.006291
0.409,0.009594
0.41,0.010077
0.411,-0.002511
0.412,0.001555
0.413,0.007629
0.414,0.000636
0.415,0.002924
0.416,4.03e-05
0.417,-0.001047
0.418,-0.001909
0.419,0.001442
0.42,0.000765
0.421,-0.00581
0.422,0.003456
0.423,0.000878
0.424,-0.000273
0.425,-0.001358
0.426,-0.001398
0.427,-0.001007
0.428,0.011721
0.429,0.002215
0.43,-0.003704
0.431,0.00903
0.432,0.00228
0.433,-0.006141
0.434,0.004326
0.435,0.003569
0.436,0.003021
0.437,0.001345
0.438,0.003005
0.439,-0.004095
0.44,-0.005219
0.441,0.002554
0.442,-0.001197
0.443,0.002231
0.444,-0.008147
0.445,-0.004316
0.446,-0.003504
0.447,-0.001939
0.448,0.000717
0.449,0.011898
