Time - Voltage_1,Amplitude - Voltage_1
0.2,-0.004657
0.201,-0.011958
0.202,-0.006422
0.203,-0.00212
0.204,-0.001588
0.205,0.002425
0.206,0.001974
0.207,0.008418
0.208,0.014572
0.209,0.01533
0.21,-0.008227
0.211,-0.006542
0.212,0.012124
0.213,-0.001678
0.214,0.002602
0.215,-0.000957
0.216,0.00489
0.217,-0.003263
0.218,0.004729
0.219,-0.013041
0.22,-0.002992
0.221,0.019051
0.222,-0.003925
0.223,-0.004115
0.224,-0.00233
0.225,-0.001899
0.226,0.007774
0.227,0.005792
0.228,-0.002531
0.229,-0.001678
0.23,0.004825
0.231,0.015185
0.232,-0.005098
0.233,0.002924
0.234,-0.001498
0.235,0.005776
0.236,-0.00214
0.237,0.001941
0.238,-0.001668
0.239,-0.003133
0.24,0.003617
0.241,-0.011246
0.242,-0.006001
0.243,-0.003955
0.244,-0.001638
0.245,-0.00229
0.246,0.006694
0.247,0.005969
0.248,0.006597
0.249,0.009546
