Time - Voltage_1,Amplitude - Voltage_1
0.0,-0.004126
0.001,-0.003263
0.002,-0.001979
0.003,-0.001237
0.004,0.002119
0.005,-0.003574
0.006,0.004245
0.007,0.004052
0.008,-0.007967
0.009,-0.001859
0.01,0.011141
0.011,-0.00215
0.012,0.002183
0.013,-0.001368
0.014,-0.001719
0.015,0.002634
0.016,0.000298
0.017,-0.001678
0.018,-0.002822
0.019,-0.006693
0.02,-0.003393
0.021,-0.003995
0.022,-0.003243
0.023,-0.001979
0.024,0.00729
0.025,0.008096
0.026,0.001829
0.027,-0.005941
0.028,0.00083
0.029,0.000427
0.03,0.001458
0.031,-0.001187
0.032,0.000508
0.033,0.001974
0.034,0.000105
0.035,-0.00233
0.036,-0.002601
0.037,-0.004406
0.038,-0.002621
0.039,0.012623
0.04,-0.006232
0.041,-0.002661
0.042,-0.002701
0.043,0.000801
0.044,0.007403
0.045,0.001587
0.046,0.006533
0.047,0.014363
0.048,0.006759
0.049,-0.011838
